,Threshold,True_Positive,False_Positive,True_Negative,False_Negative,Precision,Recall,True_Positive_Rate,False_Positive_Rate,bucket_positives,bucket_negatives,per_bucket_probability
0,-0.0001,112,150777,0,0,0.0007422674946483839,1.0,1.0,1.0,,,
1,0.01400000000000001,89,6974,143803,23,0.012600877813960073,0.7946428571428571,0.7946428571428571,0.046253738965492085,23.0,143803.0,0.0001599154533950746
2,0.1600000000000002,67,719,150058,45,0.08524173027989822,0.5982142857142857,0.5982142857142857,0.004768631820503127,22.0,6255.0,0.0035048590090807712
3,0.31866666666666665,45,235,150542,67,0.16071428571428573,0.4017857142857143,0.4017857142857143,0.0015585931541282822,22.0,484.0,0.043478260869565216
4,0.656,23,40,150737,89,0.36507936507936506,0.20535714285714285,0.20535714285714285,0.0002652924517665161,22.0,195.0,0.10138248847926268
5,1.0,0,0,150777,112,0.0,0.0,0.0,0.0,23.0,40.0,0.36507936507936506
